Clave entidad,"Entidad
federativa",Clave municipio,Municipio,Índice de rezago social
30,Veracruz de Ignacio de la Llave,30087,Xalapa,-1.127002
30,Veracruz de Ignacio de la Llave,30088,Jalcomulco,-0.043798
30,Veracruz de Ignacio de la Llave,30089,Jáltipan,-0.471079
30,Veracruz de Ignacio de la Llave,30090,Jamapa,-0.52332
30,Veracruz de Ignacio de la Llave,30091,Jesús Carranza,0.014686
30,Veracruz de Ignacio de la Llave,30092,Xico,-0.103661
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,-0.443228
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,-0.239071
30,Veracruz de Ignacio de la Llave,30095,Juchique de Ferrer,0.265295
30,Veracruz de Ignacio de la Llave,30096,Landero y Coss,-0.049915
30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,-0.752812
30,Veracruz de Ignacio de la Llave,30098,Magdalena,0.930001
30,Veracruz de Ignacio de la Llave,30099,Maltrata,0.20779
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,-0.508786
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,-0.010833
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,-0.584901
30,Veracruz de Ignacio de la Llave,30103,Mecatlán,1.624983
30,Veracruz de Ignacio de la Llave,30104,Mecayapan,0.995563
30,Veracruz de Ignacio de la Llave,30105,Medellín de Bravo,-0.984881
30,Veracruz de Ignacio de la Llave,30106,Miahuatlán,0.019105
30,Veracruz de Ignacio de la Llave,30107,Las Minas,0.622706
30,Veracruz de Ignacio de la Llave,30108,Minatitlán,-0.695176
30,Veracruz de Ignacio de la Llave,30109,Misantla,-0.437941
30,Veracruz de Ignacio de la Llave,30110,Mixtla de Altamirano,3.771054
30,Veracruz de Ignacio de la Llave,30111,Moloacán,-0.336695
30,Veracruz de Ignacio de la Llave,30112,Naolinco,-0.460693
30,Veracruz de Ignacio de la Llave,30113,Naranjal,0.33805
30,Veracruz de Ignacio de la Llave,30114,Nautla,-0.332336
30,Veracruz de Ignacio de la Llave,30115,Nogales,-0.401524
30,Veracruz de Ignacio de la Llave,30116,Oluta,-0.327566
30,Veracruz de Ignacio de la Llave,30117,Omealca,0.100951
30,Veracruz de Ignacio de la Llave,30118,Orizaba,-1.224792
30,Veracruz de Ignacio de la Llave,30119,Otatitlán,-0.398654
30,Veracruz de Ignacio de la Llave,30120,Oteapan,-0.26305
30,Veracruz de Ignacio de la Llave,30121,Ozuluama de Mascareñas,0.421564
30,Veracruz de Ignacio de la Llave,30122,Pajapan,0.759838
30,Veracruz de Ignacio de la Llave,30123,Pánuco,-0.54962
30,Veracruz de Ignacio de la Llave,30124,Papantla,0.304297
30,Veracruz de Ignacio de la Llave,30125,Paso del Macho,-0.106705
30,Veracruz de Ignacio de la Llave,30126,Paso de Ovejas,-0.478902
30,Veracruz de Ignacio de la Llave,30127,La Perla,1.96701
30,Veracruz de Ignacio de la Llave,30128,Perote,-0.449355
30,Veracruz de Ignacio de la Llave,30129,Platón Sánchez,0.488609
30,Veracruz de Ignacio de la Llave,30130,Playa Vicente,-0.008651
30,Veracruz de Ignacio de la Llave,30131,Poza Rica de Hidalgo,-0.954428
30,Veracruz de Ignacio de la Llave,30132,Las Vigas de Ramírez,0.022092
30,Veracruz de Ignacio de la Llave,30133,Pueblo Viejo,-0.479061
30,Veracruz de Ignacio de la Llave,30134,Puente Nacional,-0.540984
30,Veracruz de Ignacio de la Llave,30135,Rafael Delgado,0.110114
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,-0.454926
30,Veracruz de Ignacio de la Llave,30137,Los Reyes,2.190899
30,Veracruz de Ignacio de la Llave,30138,Río Blanco,-1.131531
30,Veracruz de Ignacio de la Llave,30139,Saltabarranca,-0.152565
30,Veracruz de Ignacio de la Llave,30140,San Andrés Tenejapan,0.897679
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,0.185115
30,Veracruz de Ignacio de la Llave,30142,San Juan Evangelista,0.021495
30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,0.259205
30,Veracruz de Ignacio de la Llave,30144,Sayula de Alemán,-0.102978
30,Veracruz de Ignacio de la Llave,30145,Soconusco,-0.520716
30,Veracruz de Ignacio de la Llave,30146,Sochiapa,0.003067
30,Veracruz de Ignacio de la Llave,30147,Soledad Atzompa,2.562014
30,Veracruz de Ignacio de la Llave,30148,Soledad de Doblado,-0.345265
30,Veracruz de Ignacio de la Llave,30149,Soteapan,1.432842
30,Veracruz de Ignacio de la Llave,30150,Tamalín,0.156546
30,Veracruz de Ignacio de la Llave,30151,Tamiahua,0.429646
30,Veracruz de Ignacio de la Llave,30152,Tampico Alto,0.096809
30,Veracruz de Ignacio de la Llave,30153,Tancoco,-0.014844
30,Veracruz de Ignacio de la Llave,30154,Tantima,0.400557
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,1.380277
30,Veracruz de Ignacio de la Llave,30156,Tatatila,0.678132
30,Veracruz de Ignacio de la Llave,30157,Castillo de Teayo,0.56337
30,Veracruz de Ignacio de la Llave,30158,Tecolutla,0.047175
30,Veracruz de Ignacio de la Llave,30159,Tehuipango,3.691854
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,-0.071373
30,Veracruz de Ignacio de la Llave,30161,Tempoal,0.580253
30,Veracruz de Ignacio de la Llave,30162,Tenampa,0.874118
30,Veracruz de Ignacio de la Llave,30163,Tenochtitlán,0.361112
30,Veracruz de Ignacio de la Llave,30164,Teocelo,-0.310969
30,Veracruz de Ignacio de la Llave,30165,Tepatlaxco,1.312717
30,Veracruz de Ignacio de la Llave,30166,Tepetlán,0.217156
30,Veracruz de Ignacio de la Llave,30167,Tepetzintla,0.24732
30,Veracruz de Ignacio de la Llave,30168,Tequila,2.154208
30,Veracruz de Ignacio de la Llave,30169,José Azueta,-0.029318
30,Veracruz de Ignacio de la Llave,30170,Texcatepec,2.669523
30,Veracruz de Ignacio de la Llave,30171,Texhuacán,1.349798
30,Veracruz de Ignacio de la Llave,30172,Texistepec,0.312232
30,Veracruz de Ignacio de la Llave,30173,Tezonapa,1.042493
30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,-0.510805
30,Veracruz de Ignacio de la Llave,30175,Tihuatlán,-0.123652
30,Veracruz de Ignacio de la Llave,30176,Tlacojalpan,-0.061596
30,Veracruz de Ignacio de la Llave,30177,Tlacolulan,0.372074
30,Veracruz de Ignacio de la Llave,30178,Tlacotalpan,-0.286097
30,Veracruz de Ignacio de la Llave,30179,Tlacotepec de Mejía,-0.14083
30,Veracruz de Ignacio de la Llave,30180,Tlachichilco,1.920038
30,Veracruz de Ignacio de la Llave,30181,Tlalixcoyan,-0.28591
30,Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,-0.475652
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,-0.377805
30,Veracruz de Ignacio de la Llave,30184,Tlaquilpa,2.287084
30,Veracruz de Ignacio de la Llave,30185,Tlilapan,0.290414
30,Veracruz de Ignacio de la Llave,30186,Tomatlán,-0.282927
30,Veracruz de Ignacio de la Llave,30187,Tonayán,0.512591
30,Veracruz de Ignacio de la Llave,30188,Totutla,0.212938
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,-0.759331
30,Veracruz de Ignacio de la Llave,30190,Tuxtilla,-0.203666
30,Veracruz de Ignacio de la Llave,30191,Ursulo Galván,-0.917159
30,Veracruz de Ignacio de la Llave,30192,Vega de Alatorre,-0.4995
30,Veracruz de Ignacio de la Llave,30193,Veracruz,-1.178155
30,Veracruz de Ignacio de la Llave,30194,Villa Aldama,0.084474
30,Veracruz de Ignacio de la Llave,30195,Xoxocotla,2.368422
30,Veracruz de Ignacio de la Llave,30196,Yanga,-0.411179
30,Veracruz de Ignacio de la Llave,30197,Yecuatla,0.171097
30,Veracruz de Ignacio de la Llave,30198,Zacualpan,1.327433
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,0.055681
30,Veracruz de Ignacio de la Llave,30200,Zentla,-0.178103
30,Veracruz de Ignacio de la Llave,30201,Zongolica,1.800849
30,Veracruz de Ignacio de la Llave,30202,Zontecomatlán de López y Fuentes,2.255991
30,Veracruz de Ignacio de la Llave,30203,Zozocolco de Hidalgo,1.622083
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,-0.758548
30,Veracruz de Ignacio de la Llave,30205,El Higo,-0.526998
30,Veracruz de Ignacio de la Llave,30206,Nanchital de Lázaro Cárdenas del Río,-1.089536
30,Veracruz de Ignacio de la Llave,30207,Tres Valles,-0.26253
30,Veracruz de Ignacio de la Llave,30208,Carlos A. Carrillo,-0.518036
30,Veracruz de Ignacio de la Llave,30209,Tatahuicapan de Juárez,0.862971
30,Veracruz de Ignacio de la Llave,30210,Uxpanapa,0.374145
30,Veracruz de Ignacio de la Llave,30211,San Rafael,-0.623157
30,Veracruz de Ignacio de la Llave,30212,Santiago Sochiapan,0.7232
31,Yucatán,31001,Abalá,0.325301
31,Yucatán,31002,Acanceh,-0.326058
31,Yucatán,31003,Akil,0.108751
31,Yucatán,31004,Baca,-0.741107
31,Yucatán,31005,Bokobá,-0.483887
31,Yucatán,31006,Buctzotz,-0.066774
31,Yucatán,31007,Cacalchén,-0.536384
31,Yucatán,31008,Calotmul,0.115042
31,Yucatán,31009,Cansahcab,-0.383724
31,Yucatán,31010,Cantamayec,1.092876
31,Yucatán,31011,Celestún,-0.191432
31,Yucatán,31012,Cenotillo,-0.251223
31,Yucatán,31013,Conkal,-1.170578
31,Yucatán,31014,Cuncunul,-0.073808
31,Yucatán,31015,Cuzamá,0.332337
31,Yucatán,31016,Chacsinkín,0.306288
31,Yucatán,31017,Chankom,0.757073
31,Yucatán,31018,Chapab,0.127134
31,Yucatán,31019,Chemax,1.234606
31,Yucatán,31020,Chicxulub Pueblo,-0.861336
31,Yucatán,31021,Chichimilá,0.723207
31,Yucatán,31022,Chikindzonot,0.748465
31,Yucatán,31023,Chocholá,-0.598296
31,Yucatán,31024,Chumayel,0.305844
31,Yucatán,31025,Dzán,-0.322491
31,Yucatán,31026,Dzemul,-0.729177
31,Yucatán,31027,Dzidzantún,-0.616459
31,Yucatán,31028,Dzilam de Bravo,-0.705804
31,Yucatán,31029,Dzilam González,-0.321151
31,Yucatán,31030,Dzitás,0.78867
31,Yucatán,31031,Dzoncauich,0.233742
31,Yucatán,31032,Espita,0.516249
31,Yucatán,31033,Halachó,0.162803
31,Yucatán,31034,Hocabá,0.27887
31,Yucatán,31035,Hoctún,0.274871
31,Yucatán,31036,Homún,0.121542
31,Yucatán,31037,Huhí,0.142144
31,Yucatán,31038,Hunucmá,-0.332842
31,Yucatán,31039,Ixil,-0.79341
31,Yucatán,31040,Izamal,-0.368708
31,Yucatán,31041,Kanasín,-0.971943
31,Yucatán,31042,Kantunil,-0.115209
31,Yucatán,31043,Kaua,0.125321
31,Yucatán,31044,Kinchil,-0.091274
31,Yucatán,31045,Kopomá,-0.54352
31,Yucatán,31046,Mama,0.087091
31,Yucatán,31047,Maní,-0.002754
31,Yucatán,31048,Maxcanú,-0.041726
31,Yucatán,31049,Mayapán,1.22981
31,Yucatán,31050,Mérida,-1.277108
31,Yucatán,31051,Mocochá,-0.709068
31,Yucatán,31052,Motul,-0.48289
31,Yucatán,31053,Muna,-0.406402
31,Yucatán,31054,Muxupip,-0.384885
31,Yucatán,31055,Opichén,-0.030779
31,Yucatán,31056,Oxkutzcab,-0.030704
31,Yucatán,31057,Panabá,-0.231343
31,Yucatán,31058,Peto,0.098815
31,Yucatán,31059,Progreso,-0.971699
31,Yucatán,31060,Quintana Roo,-0.085659
31,Yucatán,31061,Río Lagartos,-0.537697
31,Yucatán,31062,Sacalum,-0.285135
31,Yucatán,31063,Samahil,-0.346962
31,Yucatán,31064,Sanahcat,-0.114831
31,Yucatán,31065,San Felipe,-0.874724
31,Yucatán,31066,Santa Elena,0.14193
31,Yucatán,31067,Seyé,-0.272913
31,Yucatán,31068,Sinanché,-0.509177
31,Yucatán,31069,Sotuta,0.395219
31,Yucatán,31070,Sucilá,-0.415093
31,Yucatán,31071,Sudzal,0.181766
31,Yucatán,31072,Suma,-0.686462
31,Yucatán,31073,Tahdziú,1.003035
31,Yucatán,31074,Tahmek,-0.157658
31,Yucatán,31075,Teabo,0.763863
31,Yucatán,31076,Tecoh,0.093726
31,Yucatán,31077,Tekal de Venegas,0.33516
31,Yucatán,31078,Tekantó,-0.003315
31,Yucatán,31079,Tekax,-0.082831
31,Yucatán,31080,Tekit,0.006359
31,Yucatán,31081,Tekom,0.392322
31,Yucatán,31082,Telchac Pueblo,-0.81952
31,Yucatán,31083,Telchac Puerto,-0.855155
31,Yucatán,31084,Temax,0.106702
31,Yucatán,31085,Temozón,0.377488
31,Yucatán,31086,Tepakán,0.428783
31,Yucatán,31087,Tetiz,0.218948
31,Yucatán,31088,Teya,-0.047081
31,Yucatán,31089,Ticul,-0.607958
31,Yucatán,31090,Timucuy,0.226349
31,Yucatán,31091,Tinum,-0.048517
31,Yucatán,31092,Tixcacalcupul,0.94475
31,Yucatán,31093,Tixkokob,-0.793845
31,Yucatán,31094,Tixmehuac,0.702905
31,Yucatán,31095,Tixpéhual,-0.594701
31,Yucatán,31096,Tizimín,0.00464
31,Yucatán,31097,Tunkás,0.2057
31,Yucatán,31098,Tzucacab,0.018077
31,Yucatán,31099,Uayma,0.594417
31,Yucatán,31100,Ucú,-0.510938
31,Yucatán,31101,Umán,-0.863106
31,Yucatán,31102,Valladolid,-0.306951
31,Yucatán,31103,Xocchel,0.205183
31,Yucatán,31104,Yaxcabá,0.801063
31,Yucatán,31105,Yaxkukul,-0.812782
31,Yucatán,31106,Yobaín,-0.5179
32,Zacatecas,32001,Apozol,-0.773557
32,Zacatecas,32002,Apulco,-0.588395
32,Zacatecas,32003,Atolinga,-0.752056
32,Zacatecas,32004,Benito Juárez,-0.759145
32,Zacatecas,32005,Calera,-0.994369
32,Zacatecas,32006,Cañitas de Felipe Pescador,-0.93664
32,Zacatecas,32007,Concepción del Oro,-0.976339
32,Zacatecas,32008,Cuauhtémoc,-0.782844
32,Zacatecas,32009,Chalchihuites,-0.965814
32,Zacatecas,32010,Fresnillo,-1.001529
32,Zacatecas,32011,Trinidad García de la Cadena,-0.796572
32,Zacatecas,32012,Genaro Codina,-0.381018
32,Zacatecas,32013,General Enrique Estrada,-0.954832
32,Zacatecas,32014,General Francisco R. Murguía,-0.846011
32,Zacatecas,32015,El Plateado de Joaquín Amaro,-0.569122
32,Zacatecas,32016,General Pánfilo Natera,-0.690236
32,Zacatecas,32017,Guadalupe,-1.319996
32,Zacatecas,32018,Huanusco,-0.801828
32,Zacatecas,32019,Jalpa,-1.016379
32,Zacatecas,32020,Jerez,-1.059732
32,Zacatecas,32021,Jiménez del Teul,0.137896
32,Zacatecas,32022,Juan Aldama,-0.99919
32,Zacatecas,32023,Juchipila,-1.015916
32,Zacatecas,32024,Loreto,-1.010186
32,Zacatecas,32025,Luis Moya,-1.04525
32,Zacatecas,32026,Mazapil,-0.329103
32,Zacatecas,32027,Melchor Ocampo,-0.374912
32,Zacatecas,32028,Mezquital del Oro,-0.260498
32,Zacatecas,32029,Miguel Auza,-0.866805
32,Zacatecas,32030,Momax,-0.938611
32,Zacatecas,32031,Monte Escobedo,-0.796895
32,Zacatecas,32032,Morelos,-1.211482
32,Zacatecas,32033,Moyahua de Estrada,-0.801772
32,Zacatecas,32034,Nochistlán de Mejía,-0.987657
32,Zacatecas,32035,Noria de Ángeles,-0.715435
32,Zacatecas,32036,Ojocaliente,-0.836357
32,Zacatecas,32037,Pánuco,-0.562567
32,Zacatecas,32038,Pinos,-0.404372
32,Zacatecas,32039,Río Grande,-1.006735
32,Zacatecas,32040,Sain Alto,-0.772976
32,Zacatecas,32041,El Salvador,-0.183938
32,Zacatecas,32042,Sombrerete,-0.906904
32,Zacatecas,32043,Susticacán,-0.59355
32,Zacatecas,32044,Tabasco,-0.900503
32,Zacatecas,32045,Tepechitlán,-0.861009
32,Zacatecas,32046,Tepetongo,-0.754512
32,Zacatecas,32047,Teúl de González Ortega,-0.947675
32,Zacatecas,32048,Tlaltenango de Sánchez Román,-0.88021
32,Zacatecas,32049,Valparaíso,-0.483801
32,Zacatecas,32050,Vetagrande,-0.967902
32,Zacatecas,32051,Villa de Cos,-0.621235
32,Zacatecas,32052,Villa García,-0.984915
32,Zacatecas,32053,Villa González Ortega,-0.787429
32,Zacatecas,32054,Villa Hidalgo,-0.69224
32,Zacatecas,32055,Villanueva,-0.884952
32,Zacatecas,32056,Zacatecas,-1.336926
32,Zacatecas,32057,Trancoso,-0.748505
32,Zacatecas,32058,Santa María de la Paz,-0.729746
